chain_nr iter_nr ev_id lat lon depth time
0 2600 19720328 49.891980 78.738327 13.3635 70604519.0679
0 2600 19720816 49.833205 78.287766 26.0416 82783022.2209
1 2600 19680929 49.966084 78.890093 13.9591 -39644221.4995
1 2600 19690723 50.175950 79.263554 12.5812 -13986782.5727
1 2600 19710425 35.431700 112.354403 3.3228 41398172.0102
1 2600 19711129 49.745773 78.331250 23.9418 60242582.0694
1 2600 19720328 49.748365 78.217254 20.3428 70604522.7802
1 2600 19720816 49.813779 78.217728 24.1922 82783023.3544
2 2600 19680929 49.783329 78.617380 12.8569 -39644223.8852
2 2600 19690723 50.519015 79.872241 24.2016 -13986786.2112
2 2600 19710425 40.278539 104.387913 6.8029 41398221.4877
2 2600 19711129 50.035254 79.454553 4.6667 60242571.7287
2 2600 19720328 49.866329 78.417055 31.3810 70604520.9337
2 2600 19720816 49.797143 79.075756 6.8852 82783012.7717
3 2600 19680929 50.013494 78.771428 28.8931 -39644221.0627
3 2600 19690723 49.897329 79.401739 25.4560 -13986783.5500
3 2600 19710425 37.130237 88.606894 14.4896 41398254.0711
3 2600 19711129 49.839729 78.640710 20.8764 60242578.5616
3 2600 19720328 49.781850 78.341017 6.3715 70604517.4507
3 2600 19720816 49.938238 78.393326 17.2525 82783019.3235
0 2610 19680929 49.831053 78.525566 34.4947 -39644219.5952
0 2610 19690723 49.687344 79.001395 12.2221 -13986786.4013
0 2610 19710425 50.076122 80.292772 0.4349 41398369.6375
0 2610 19711129 49.832158 78.399490 33.5088 60242581.2775
0 2610 19720328 49.891980 78.738327 13.2502 70604517.2689
0 2610 19720816 49.833205 78.287766 18.7142 82783019.3784
1 2610 19680929 49.896579 78.821955 4.9082 -39644219.2231
1 2610 19690723 50.203684 79.376223 13.9829 -13986780.9693
1 2610 19710425 35.299677 112.414773 14.6634 41398177.5097
1 2610 19711129 49.823025 78.494060 31.7955 60242584.6277
1 2610 19720328 49.776994 78.342113 10.6800 70604522.9523
1 2610 19720816 49.813779 78.217728 24.5354 82783025.6795
2 2610 19680929 49.757995 78.530381 21.9841 -39644221.3914
2 2610 19690723 50.464195 80.053044 11.8010 -13986788.4053
2 2610 19710425 37.353215 107.705545 8.3141 41398194.7702
2 2610 19711129 50.035254 79.454553 4.6185 60242572.5590
2 2610 19720328 49.916752 78.725897 29.3413 70604519.7277
2 2610 19720816 49.797143 79.075756 6.8852 82783013.6054
3 2610 19680929 50.013494 78.771428 7.9000 -39644223.3844
3 2610 19690723 49.814649 79.144222 12.2703 -13986784.8051
3 2610 19710425 37.130237 88.606894 28.1907 41398256.3895
3 2610 19711129 50.027045 78.934499 1.8050 60242576.2218
3 2610 19720328 49.887959 78.387413 20.9341 70604520.2859
3 2610 19720816 49.938238 78.393326 7.7911 82783018.2203
0 2620 19680929 49.858389 78.511043 0.3520 -39644221.2822
0 2620 19690723 49.687344 79.001395 30.8921 -13986781.9677
0 2620 19710425 49.932457 79.724837 14.0914 41398374.9475
0 2620 19711129 49.832158 78.399490 33.5088 60242583.8135
0 2620 19720328 49.934781 78.710017 2.2008 70604519.0072
0 2620 19720816 49.833205 78.287766 29.3041 82783023.4508
1 2620 19680929 49.896579 78.821955 3.5131 -39644220.1798
1 2620 19690723 50.258451 79.581368 16.2331 -13986782.4556
1 2620 19710425 35.087926 112.040048 0.0256 41398170.1953
1 2620 19711129 49.823025 78.494060 30.6234 60242583.7928
1 2620 19720328 49.777759 78.340292 28.8659 70604524.3783
1 2620 19720816 49.813779 78.217728 21.3800 82783024.5913
2 2620 19680929 49.781075 78.463228 26.1302 -39644219.6512
2 2620 19690723 50.484311 80.138758 4.6065 -13986788.5313
2 2620 19710425 37.930037 107.998029 20.4317 41398197.9860
2 2620 19711129 50.035254 79.454553 4.5553 60242573.8283
2 2620 19720328 49.941869 78.889869 32.3755 70604520.2989
2 2620 19720816 49.797143 79.075756 6.8852 82783014.8901
3 2620 19680929 50.004320 78.933733 27.8635 -39644219.8412
3 2620 19690723 49.919279 79.360656 30.6265 -13986780.9060
3 2620 19710425 37.063740 88.568506 14.4891 41398256.3515
3 2620 19711129 49.979307 78.871367 8.5123 60242578.6460
3 2620 19720328 49.887959 78.387413 23.3764 70604521.8263
3 2620 19720816 49.938238 78.393326 18.2698 82783021.1324
0 2630 19680929 49.858389 78.511043 9.1841 -39644221.6757
0 2630 19690723 49.603049 78.814777 5.2632 -13986785.0313
0 2630 19710425 49.932457 79.724837 18.5860 41398375.3565
0 2630 19711129 49.832158 78.399490 33.5088 60242582.8306
0 2630 19720328 49.934781 78.710017 14.2969 70604519.4717
0 2630 19720816 49.821067 78.216398 4.4774 82783019.1797
1 2630 19680929 49.896579 78.821955 6.9219 -39644218.6589
1 2630 19690723 50.418038 79.528223 25.0708 -13986779.0608
1 2630 19710425 33.426876 113.246370 17.2084 41398164.7115
1 2630 19711129 49.823025 78.494060 32.5069 60242585.1434
1 2630 19720328 49.777759 78.340292 11.4027 70604523.7013
1 2630 19720816 49.813779 78.217728 21.3800 82783025.6440
2 2630 19680929 49.791511 78.349377 16.6876 -39644221.0766
2 2630 19690723 50.403989 79.933953 8.6355 -13986787.6597
2 2630 19710425 37.419724 107.156107 5.4589 41398198.9067
2 2630 19711129 50.035254 79.454553 4.5553 60242573.1228
2 2630 19720328 49.941869 78.889869 19.6767 70604518.3452
2 2630 19720816 49.797143 79.075756 6.8852 82783014.1887
3 2630 19680929 50.022427 78.960748 8.1296 -39644225.6588
3 2630 19690723 49.998218 79.370612 21.6890 -13986784.8670
3 2630 19710425 37.063740 88.568506 5.0242 41398251.3349
3 2630 19711129 49.875417 78.856619 20.5419 60242577.0757
3 2630 19720328 49.802226 78.610871 23.6847 70604518.4025
3 2630 19720816 49.928873 78.422481 8.0554 82783016.8158
0 2640 19680929 49.858389 78.511043 21.4903 -39644219.1568
0 2640 19690723 49.603049 78.814777 1.9372 -13986785.4467
0 2640 19710425 49.859622 79.761954 8.1733 41398373.2915
0 2640 19711129 49.832158 78.399490 33.5088 60242582.7789
0 2640 19720328 49.934781 78.710017 15.4270 70604519.5573
0 2640 19720816 49.821067 78.216398 9.4573 82783020.0491
1 2640 19680929 49.896579 78.821955 8.8722 -39644218.9832
1 2640 19690723 50.462183 79.819460 16.0989 -13986782.4474
1 2640 19710425 33.509962 113.401342 25.3484 41398164.1017
1 2640 19711129 49.823025 78.494060 32.5069 60242584.5577
1 2640 19720328 49.777759 78.340292 3.9884 70604522.2453
1 2640 19720816 49.813779 78.217728 21.3800 82783025.0714
2 2640 19680929 49.844529 78.304595 34.0593 -39644220.5922
2 2640 19690723 50.491860 79.849043 30.9279 -13986785.1255
2 2640 19710425 38.421981 107.493237 15.0205 41398200.6309
2 2640 19711129 50.035254 79.454553 4.5553 60242572.1164
2 2640 19720328 49.941869 78.889869 13.8213 70604516.7375
2 2640 19720816 49.797143 79.075756 6.8852 82783013.1816
3 2640 19680929 50.022427 78.960748 17.1376 -39644219.8178
3 2640 19690723 50.037684 79.280556 7.7382 -13986782.3497
3 2640 19710425 37.183912 88.883004 27.0717 41398259.5287
3 2640 19711129 49.845433 78.729333 14.8355 60242580.5083
3 2640 19720328 49.882202 78.507629 28.0346 70604523.3523
3 2640 19720816 49.928873 78.422481 29.2540 82783023.9134
0 2650 19680929 49.859150 78.379991 26.0184 -39644218.5900
0 2650 19690723 49.603049 78.814777 14.4192 -13986784.2062
0 2650 19710425 49.998908 79.483837 2.4605 41398373.6804
0 2650 19711129 49.832158 78.399490 33.5088 60242582.5251
0 2650 19720328 49.934781 78.710017 14.4211 70604519.1905
0 2650 19720816 49.821067 78.216398 4.6447 82783018.8752
1 2650 19680929 49.840748 78.653221 29.3946 -39644215.0627
1 2650 19690723 50.462183 79.819460 29.4635 -13986780.8186
1 2650 19710425 34.094930 112.387524 6.6258 41398170.6733
1 2650 19711129 49.823025 78.494060 32.5069 60242584.8662
1 2650 19720328 49.777759 78.340292 27.4916 70604525.0973
1 2650 19720816 49.813779 78.217728 21.3800 82783025.3767
2 2650 19680929 49.837155 78.235624 7.4455 -39644221.6910
2 2650 19690723 50.491860 79.849043 15.2792 -13986785.0258
2 2650 19710425 38.198953 107.070658 14.3110 41398204.9930
2 2650 19711129 50.035254 79.454553 4.5553 60242573.7538
2 2650 19720328 49.822502 78.806463 22.4958 70604518.9509
2 2650 19720816 49.797143 79.075756 6.8852 82783014.8189
3 2650 19680929 50.022427 78.960748 14.9228 -39644221.3165
3 2650 19690723 50.040763 79.271500 8.5826 -13986782.8000
3 2650 19710425 37.183912 88.883004 5.5825 41398255.6487
3 2650 19711129 49.958104 78.718983 1.8274 60242578.5071
3 2650 19720328 49.837385 78.568306 4.0236 70604518.8679
3 2650 19720816 49.898471 78.386156 11.7755 82783021.1472
0 2660 19680929 49.859150 78.379991 0.3126 -39644220.4022
0 2660 19690723 49.603049 78.814777 11.4063 -13986782.7913
0 2660 19710425 49.849689 78.923315 12.9333 41398377.9684
0 2660 19711129 49.832158 78.399490 33.5088 60242584.3180
0 2660 19720328 49.934781 78.710017 15.9070 70604521.1371
0 2660 19720816 49.821067 78.216398 2.7627 82783020.3094
1 2660 19680929 49.840748 78.653221 6.9296 -39644218.3410
1 2660 19690723 50.431109 79.815311 25.8356 -13986781.9877
1 2660 19710425 34.245987 112.863475 30.5334 41398167.3014
1 2660 19711129 49.823025 78.494060 32.5069 60242584.2257
1 2660 19720328 49.790532 78.177836 24.5338 70604525.3764
1 2660 19720816 49.813779 78.217728 21.3800 82783024.7201
2 2660 19680929 49.882312 78.197413 1.5888 -39644222.3673
2 2660 19690723 50.518476 79.779808 33.8604 -13986782.0501
2 2660 19710425 37.933088 107.923349 21.5970 41398201.7812
2 2660 19711129 50.035254 79.454553 4.5553 60242574.1998
2 2660 19720328 49.822502 78.806463 20.1747 70604519.1691
2 2660 19720816 49.797143 79.075756 6.8852 82783015.2648
3 2660 19680929 50.022427 78.960748 2.3348 -39644223.2754
3 2660 19690723 50.072401 79.328757 31.9635 -13986780.1399
3 2660 19710425 37.059264 88.748861 18.5524 41398256.5161
3 2660 19711129 49.973311 78.902864 16.1448 60242579.9677
3 2660 19720328 49.811810 78.476773 13.1133 70604520.5434
3 2660 19720816 49.895284 78.449108 27.8058 82783022.4755
0 2670 19680929 49.859150 78.379991 32.7375 -39644216.0825
0 2670 19690723 49.523813 79.028532 21.1195 -13986785.1109
0 2670 19710425 49.849689 78.923315 4.8395 41398377.3697
0 2670 19711129 49.832158 78.399490 33.5088 60242583.0321
0 2670 19720328 49.934781 78.710017 3.1724 70604518.3589
0 2670 19720816 49.821067 78.216398 9.2625 82783020.2584
1 2670 19680929 49.891247 78.685797 18.7747 -39644217.8891
1 2670 19690723 50.366742 80.029363 15.9965 -13986785.3286
1 2670 19710425 33.828734 112.850525 20.6608 41398167.6409
1 2670 19711129 49.823025 78.494060 32.5069 60242583.8665
1 2670 19720328 49.790532 78.177836 14.7948 70604524.0843
1 2670 19720816 49.813779 78.217728 21.3800 82783024.3813
2 2670 19680929 49.867208 78.265550 9.0962 -39644221.9105
2 2670 19690723 50.518476 79.779808 31.3890 -13986782.7240
2 2670 19710425 37.887068 107.812803 25.0634 41398201.0971
2 2670 19711129 50.035254 79.454553 4.5553 60242573.7688
2 2670 19720328 49.954966 78.919244 28.4021 70604519.7298
2 2670 19720816 49.797143 79.075756 6.8852 82783014.8339
3 2670 19680929 50.022427 78.960748 17.5575 -39644220.5219
3 2670 19690723 50.098128 79.276092 3.4339 -13986783.5507
3 2670 19710425 37.059264 88.748861 25.7792 41398258.9362
3 2670 19711129 49.873398 78.818539 10.1061 60242579.0609
3 2670 19720328 49.821661 78.500974 18.2053 70604521.5662
3 2670 19720816 49.895284 78.449108 23.5142 82783022.8051
0 2680 19680929 49.859150 78.379991 6.6453 -39644220.4961
0 2680 19690723 49.533370 79.099651 0.0573 -13986788.0580
0 2680 19710425 49.849689 78.923315 13.4900 41398378.5070
0 2680 19711129 49.832158 78.399490 33.5088 60242582.9732
0 2680 19720328 49.934781 78.710017 8.6377 70604518.9436
0 2680 19720816 49.821067 78.216398 10.2423 82783020.3782
1 2680 19680929 49.948669 78.633853 16.9114 -39644218.3398
1 2680 19690723 50.366742 80.029363 8.4027 -13986786.0430
1 2680 19710425 34.134446 113.043633 23.0338 41398164.4293
1 2680 19711129 49.823025 78.494060 32.5069 60242584.0489
1 2680 19720328 49.790532 78.177836 31.3052 70604525.8834
1 2680 19720816 49.813779 78.217728 21.3800 82783024.5592
2 2680 19680929 49.816556 78.432774 34.6283 -39644218.8493
2 2680 19690723 50.542537 79.910084 13.5969 -13986785.1692
2 2680 19710425 37.630051 107.457485 30.7462 41398203.3031
2 2680 19711129 50.035254 79.454553 4.5553 60242573.9686
2 2680 19720328 49.992017 78.723600 29.9839 70604521.8059
2 2680 19720816 49.797143 79.075756 6.8852 82783015.0337
3 2680 19680929 50.022427 78.960748 11.2101 -39644220.3609
3 2680 19690723 50.165240 79.390373 3.2146 -13986782.8723
3 2680 19710425 37.059264 88.748861 7.0889 41398257.8237
3 2680 19711129 49.979370 78.815316 13.9117 60242581.4031
3 2680 19720328 49.821442 78.547756 19.8399 70604523.0309
3 2680 19720816 49.895284 78.449108 27.2096 82783024.1591
0 2690 19680929 49.881389 78.492633 22.2702 -39644218.8060
0 2690 19690723 49.568342 79.105604 34.6607 -13986784.4856
0 2690 19710425 49.849689 78.923315 9.3009 41398377.3786
0 2690 19711129 49.832158 78.399490 33.5088 60242582.5411
0 2690 19720328 49.934781 78.710017 13.2687 70604519.0764
0 2690 19720816 49.779580 78.213576 12.1375 82783019.7245
1 2690 19680929 49.905493 78.844057 7.5362 -39644219.6381
1 2690 19690723 50.373647 79.732548 1.3016 -13986784.4034
1 2690 19710425 34.460520 111.811829 18.9989 41398173.5139
1 2690 19711129 49.823025 78.494060 32.5069 60242584.2442
1 2690 19720328 49.790532 78.177836 4.3038 70604523.1979
1 2690 19720816 49.813779 78.217728 21.3675 82783024.7606
2 2690 19680929 49.816556 78.432774 5.7807 -39644223.1474
2 2690 19690723 50.461651 79.704125 16.2908 -13986784.7188
2 2690 19710425 39.394672 106.464416 26.9686 41398212.8713
2 2690 19711129 50.035254 79.454553 4.5553 60242573.0269
2 2690 19720328 49.893194 78.850146 18.6522 70604518.0711
2 2690 19720816 49.797143 79.075756 6.8852 82783014.0920
3 2690 19680929 50.022427 78.960748 26.9576 -39644219.7411
3 2690 19690723 50.115785 79.243869 21.3345 -13986781.2740
3 2690 19710425 37.015795 89.037919 6.7294 41398253.9586
3 2690 19711129 49.918938 78.792046 11.4472 60242579.2551
3 2690 19720328 49.897734 78.718637 8.3395 70604519.0953
3 2690 19720816 49.918679 78.442026 9.8052 82783020.6627
0 2700 19680929 49.881389 78.492633 9.9733 -39644221.6513
0 2700 19690723 49.609498 79.013161 19.2261 -13986785.6248
0 2700 19710425 49.849689 78.923315 9.8299 41398376.1331
0 2700 19711129 49.832158 78.399490 33.5088 60242581.9780
0 2700 19720328 49.911529 78.623661 9.6416 70604518.5155
0 2700 19720816 49.779580 78.213576 28.8990 82783021.7528
1 2700 19680929 49.908423 78.866489 6.1874 -39644219.7244
1 2700 19690723 50.373647 79.732548 0.2804 -13986784.2424
1 2700 19710425 33.931941 111.046914 8.1983 41398174.8489
1 2700 19711129 49.823025 78.494060 32.4962 60242584.5216
1 2700 19720328 49.790532 78.177836 26.9150 70604525.9330
1 2700 19720816 49.813779 78.217728 21.3675 82783025.0248
2 2700 19680929 49.761891 78.394930 19.1249 -39644220.9360
2 2700 19690723 50.398030 79.482873 30.7546 -13986782.1887
2 2700 19710425 39.843462 106.748863 25.8481 41398214.9881
2 2700 19711129 50.035254 79.454553 4.5553 60242572.8384
2 2700 19720328 49.902415 78.976826 5.9520 70604515.5756
2 2700 19720816 49.797143 79.075756 6.8852 82783013.9036
3 2700 19680929 49.981203 78.958951 34.3041 -39644219.4081
3 2700 19690723 50.058194 79.170721 2.2236 -13986784.2026
3 2700 19710425 36.881428 88.947995 1.8086 41398252.1207
3 2700 19711129 49.818126 78.745257 26.7482 60242581.0495
3 2700 19720328 49.843035 78.646750 26.4474 70604521.2518
3 2700 19720816 49.901568 78.508591 34.1614 82783022.7872
0 2710 19680929 49.866952 78.455304 27.8250 -39644219.8641
0 2710 19690723 49.609498 79.013161 0.4276 -13986788.3258
0 2710 19710425 49.920198 78.411972 6.7168 41398377.6827
0 2710 19711129 49.832158 78.399490 33.5088 60242581.4449
0 2710 19720328 49.838622 78.591044 10.0507 70604517.7057
0 2710 19720816 49.750567 78.221324 30.7808 82783020.9599
1 2710 19680929 49.909653 78.887618 22.7419 -39644217.8324
1 2710 19690723 50.373647 79.732548 14.6579 -13986782.6021
1 2710 19710425 34.668427 111.334816 8.3959 41398175.5673
1 2710 19711129 49.823025 78.494060 32.4962 60242584.3986
1 2710 19720328 49.779579 78.268919 15.0023 70604523.9233
1 2710 19720816 49.813779 78.217728 22.6326 82783025.1588
2 2710 19680929 49.806659 78.472565 20.2759 -39644221.2277
2 2710 19690723 50.398030 79.482873 16.5455 -13986783.2106
2 2710 19710425 37.376722 107.906731 9.6871 41398194.1202
2 2710 19711129 50.035254 79.454553 4.5553 60242573.2126
2 2710 19720328 49.902415 78.976826 14.3890 70604516.9631
2 2710 19720816 49.797143 79.075756 6.8852 82783014.2778
3 2710 19680929 49.958326 78.976494 30.7482 -39644221.0185
3 2710 19690723 50.026286 79.137086 20.8865 -13986782.1614
3 2710 19710425 36.881428 88.947995 25.5218 41398254.0991
3 2710 19711129 49.902660 78.746269 28.0864 60242580.6585
3 2710 19720328 49.902140 78.732728 34.7899 70604521.4778
3 2710 19720816 49.887407 78.560549 8.8435 82783018.1827
0 2720 19680929 49.866952 78.455304 26.4591 -39644217.8048
0 2720 19690723 49.595341 78.763422 27.4441 -13986781.5705
0 2720 19710425 49.878462 78.292367 5.2281 41398380.1160
0 2720 19711129 49.832158 78.399490 33.5088 60242583.5653
0 2720 19720328 49.838622 78.591044 16.3328 70604520.5522
0 2720 19720816 49.750567 78.221324 25.8689 82783022.2989
1 2720 19680929 49.849551 78.859528 26.8636 -39644215.1706
1 2720 19690723 50.362672 79.599092 9.3543 -13986781.0886
1 2720 19710425 34.830864 112.254406 6.0917 41398173.0499
1 2720 19711129 49.823025 78.494060 31.9680 60242585.7398
1 2720 19720328 49.880961 78.285495 31.6333 70604527.6617
1 2720 19720816 49.813779 78.217728 21.5197 82783026.3649
2 2720 19680929 49.853985 78.438027 8.9958 -39644221.6959
2 2720 19690723 50.257642 79.493089 33.0158 -13986781.3182
2 2720 19710425 37.150319 108.702153 18.1231 41398194.7462
2 2720 19711129 50.035254 79.454553 4.5553 60242574.4985
2 2720 19720328 49.949113 78.908206 26.3893 70604520.2993
2 2720 19720816 49.797143 79.075756 6.8852 82783015.5636
3 2720 19680929 49.965453 79.097025 21.7936 -39644219.8985
3 2720 19690723 50.069274 79.056648 8.2242 -13986781.2591
3 2720 19710425 36.881428 88.947995 6.1695 41398253.7373
3 2720 19711129 49.905624 78.801502 5.3522 60242579.5360
3 2720 19720328 49.901912 78.746183 29.6087 70604522.8842
3 2720 19720816 49.890672 78.513542 8.7402 82783020.7853
0 2730 19680929 49.872537 78.545682 28.3447 -39644218.6840
0 2730 19690723 49.595341 78.763422 1.0099 -13986784.6152
0 2730 19710425 49.763895 78.317274 31.8541 41398383.7330
0 2730 19711129 49.832158 78.399490 33.5832 60242583.4486
0 2730 19720328 49.838622 78.591044 10.6406 70604519.7687
0 2730 19720816 49.736827 78.159613 24.9963 82783022.6719
1 2730 19680929 49.855633 78.772589 3.1699 -39644217.4275
1 2730 19690723 50.366765 79.808100 15.0436 -13986781.8549
1 2730 19710425 35.922381 111.143424 10.4217 41398184.6868
1 2730 19711129 49.882324 78.541443 18.4001 60242584.3350
1 2730 19720328 49.744292 78.261859 19.0241 70604525.4228
1 2730 19720816 49.813779 78.217728 19.2841 82783026.3517
2 2730 19680929 49.836282 78.427353 14.2644 -39644221.7887
2 2730 19690723 50.257642 79.493089 25.6445 -13986783.0553
2 2730 19710425 37.305305 108.636916 4.5461 41398191.5646
2 2730 19711129 50.035254 79.454553 4.5553 60242573.4854
2 2730 19720328 49.823368 79.007850 12.6335 70604516.1955
2 2730 19720816 49.797143 79.075756 6.8852 82783014.5508
3 2730 19680929 49.965453 79.097025 31.4915 -39644220.3222
3 2730 19690723 49.999273 78.977010 1.2360 -13986783.3921
3 2730 19710425 36.940446 89.080144 9.2344 41398252.5397
3 2730 19711129 49.918660 78.883326 0.8458 60242576.8014
3 2730 19720328 49.876067 78.553905 26.6397 70604521.5695
3 2730 19720816 49.890672 78.513542 30.7372 82783022.0354
0 2740 19680929 49.872537 78.545682 18.1518 -39644219.3028
0 2740 19690723 49.595341 78.763422 28.2853 -13986781.4971
0 2740 19710425 49.763895 78.317274 8.1227 41398380.3686
0 2740 19711129 49.832158 78.399490 33.5832 60242583.5691
0 2740 19720328 49.838622 78.591044 23.1470 70604521.2164
0 2740 19720816 49.736827 78.159613 11.2302 82783020.6242
1 2740 19680929 49.884170 78.742987 29.2690 -39644218.4191
1 2740 19690723 50.330609 79.817751 23.1012 -13986783.5143
1 2740 19710425 36.063741 110.481555 17.2715 41398186.3447
1 2740 19711129 49.882324 78.541443 3.7167 60242578.9361
1 2740 19720328 49.615493 78.370653 20.8933 70604522.0391
1 2740 19720816 49.813779 78.217728 1.2926 82783020.4667
2 2740 19680929 49.747104 78.349817 10.1490 -39644221.7614
2 2740 19690723 50.257642 79.493089 18.4798 -13986784.4865
2 2740 19710425 37.007023 109.006261 16.0732 41398189.8687
2 2740 19711129 50.035254 79.454553 4.5553 60242572.7585
2 2740 19720328 49.823368 79.007850 0.4703 70604514.0073
2 2740 19720816 49.797143 79.075756 6.8852 82783013.8235
3 2740 19680929 49.965453 79.097025 34.2367 -39644218.2943
3 2740 19690723 49.999273 78.977010 11.9578 -13986780.5099
3 2740 19710425 36.841115 88.987993 5.1179 41398253.3098
3 2740 19711129 49.871669 78.788290 13.9411 60242580.2545
3 2740 19720328 49.876067 78.553905 29.4332 70604523.4753
3 2740 19720816 49.890672 78.513542 31.3906 82783023.8143
0 2750 19680929 49.872537 78.545682 0.9219 -39644221.2399
0 2750 19690723 49.536470 78.713203 2.6266 -13986784.3894
0 2750 19710425 49.771655 78.102592 20.1751 41398382.6187
0 2750 19711129 49.832158 78.399490 33.5832 60242583.5807
0 2750 19720328 49.838622 78.591044 16.9380 70604520.6202
0 2750 19720816 49.759550 78.170989 21.3961 82783022.4565
1 2750 19680929 50.018819 79.053939 4.1162 -39644221.8403
1 2750 19690723 50.245279 80.026674 1.8651 -13986786.7533
1 2750 19710425 36.192066 110.746450 32.6897 41398186.5984
1 2750 19711129 49.951443 78.593614 26.0006 60242584.3679
1 2750 19720328 49.761737 78.365606 17.8013 70604524.3154
1 2750 19720816 49.813779 78.217728 10.6476 82783023.5815
2 2750 19680929 49.723642 78.483265 22.8618 -39644219.9552
2 2750 19690723 50.257642 79.493089 29.0872 -13986782.8809
2 2750 19710425 37.226177 108.911033 14.0420 41398191.6667
2 2750 19711129 50.035254 79.454553 4.5553 60242573.3217
2 2750 19720328 49.860705 78.985036 13.5842 70604516.5988
2 2750 19720816 49.797143 79.075756 6.8852 82783014.3868
3 2750 19680929 49.997624 79.154366 31.6943 -39644220.1769
3 2750 19690723 49.999273 78.977010 5.8626 -13986782.2962
3 2750 19710425 36.841115 88.987993 21.5283 41398254.9923
3 2750 19711129 49.938955 78.806847 14.3510 60242579.6040
3 2750 19720328 49.876067 78.553905 30.0919 70604522.4829
3 2750 19720816 49.890672 78.513542 32.5521 82783022.8680
0 2760 19680929 49.872537 78.545682 23.2437 -39644218.0864
0 2760 19690723 49.785955 78.770731 32.4630 -13986779.6685
0 2760 19710425 49.771655 78.102592 12.3648 41398381.2234
0 2760 19711129 49.832158 78.399490 33.5832 60242583.5281
0 2760 19720328 49.838622 78.591044 5.0685 70604519.1888
0 2760 19720816 49.746482 78.179947 29.4909 82783023.2630
1 2760 19680929 50.091790 78.977057 0.9769 -39644222.5878
1 2760 19690723 50.380541 80.002031 7.2132 -13986785.2346
1 2760 19710425 36.055096 110.478871 27.8051 41398186.1953
1 2760 19711129 49.951443 78.593614 11.9574 60242582.9186
1 2760 19720328 49.775534 78.456117 4.2984 70604521.3062
1 2760 19720816 49.790787 78.191516 4.1795 82783023.1482
2 2760 19680929 49.739019 78.629845 8.1420 -39644219.1637
2 2760 19690723 50.192552 79.588569 9.1586 -13986782.8556
2 2760 19710425 37.168099 108.801523 1.4879 41398197.4788
2 2760 19711129 50.035254 79.454553 3.7610 60242576.5073
2 2760 19720328 49.860705 78.985036 25.3962 70604521.0712
2 2760 19720816 49.797143 79.075756 6.8852 82783017.6679
3 2760 19680929 50.008779 79.123761 31.6943 -39644219.3579
3 2760 19690723 50.048557 78.994687 17.5623 -13986779.9049
3 2760 19710425 36.841115 88.987993 21.9426 41398255.4771
3 2760 19711129 49.938955 78.806847 20.4883 60242581.0362
3 2760 19720328 49.911808 78.752936 18.0195 70604520.9690
3 2760 19720816 49.890672 78.513542 32.3957 82783023.6710
0 2770 19680929 49.870897 78.704277 7.1950 -39644222.2847
0 2770 19690723 49.819754 78.680296 15.6443 -13986781.8570
0 2770 19710425 49.899508 78.491701 1.4857 41398377.7398
0 2770 19711129 49.832158 78.399490 33.5832 60242582.0902
0 2770 19720328 49.934873 78.770832 5.9354 70604517.2950
0 2770 19720816 49.740032 78.170290 32.6983 82783022.3682
1 2770 19680929 49.869594 78.774048 3.3212 -39644219.3497
1 2770 19690723 50.278272 79.822034 7.0360 -13986784.4383
1 2770 19710425 35.722686 109.760605 17.8898 41398190.6011
1 2770 19711129 49.951443 78.593614 11.9574 60242582.8991
1 2770 19720328 49.750669 78.590895 9.0093 70604521.3153
1 2770 19720816 49.790787 78.191516 6.3217 82783023.5185
2 2770 19680929 49.799838 78.553145 12.2568 -39644222.0789
2 2770 19690723 50.100214 79.465990 19.2954 -13986784.5129
2 2770 19710425 37.254920 109.411825 29.0897 41398189.8404
2 2770 19711129 50.035254 79.454553 4.4399 60242573.5174
2 2770 19720328 49.860705 78.985036 0.4196 70604515.2267
2 2770 19720816 49.797143 79.075756 6.8852 82783014.5963
3 2770 19680929 50.008779 79.123761 29.9386 -39644220.0314
3 2770 19690723 50.048557 78.994687 4.4802 -13986781.8945
3 2770 19710425 37.469677 88.354645 33.5359 41398263.3546
3 2770 19711129 49.922619 78.886599 11.5481 60242578.9138
3 2770 19720328 49.911808 78.752936 17.6203 70604520.4508
3 2770 19720816 49.890672 78.513542 32.3957 82783023.1928
0 2780 19680929 49.870897 78.704277 16.1119 -39644219.8299
0 2780 19690723 49.819754 78.680296 16.3234 -13986780.3798
0 2780 19710425 49.899508 78.491701 7.0504 41398379.2323
0 2780 19711129 49.832158 78.399490 33.5832 60242583.4928
0 2780 19720328 49.934873 78.770832 14.2083 70604519.6906
0 2780 19720816 49.740032 78.170290 20.6095 82783022.0046
1 2780 19680929 49.885626 78.700223 1.9402 -39644221.6856
1 2780 19690723 50.431058 79.950017 31.6543 -13986784.4011
1 2780 19710425 35.909858 110.341420 6.4074 41398181.1404
1 2780 19711129 49.951443 78.593614 11.9574 60242580.4532
1 2780 19720328 49.725620 78.517772 10.7419 70604518.9157
1 2780 19720816 49.790787 78.191516 6.3217 82783021.1395
2 2780 19680929 49.799838 78.553145 6.3926 -39644222.3781
2 2780 19690723 50.289014 79.654486 3.1920 -13986786.0372
2 2780 19710425 38.070662 108.322304 1.0588 41398196.9924
2 2780 19711129 50.035254 79.454553 7.7755 60242574.3788
2 2780 19720328 49.860705 78.985036 12.3778 70604517.1242
2 2780 19720816 49.797143 79.075756 6.8852 82783015.0571
