chain_nr iter_nr ev_id lat lon depth time
2 40 19690723 21.926488 99.674382 28.4696 -13986967.1366
2 40 19710425 53.672001 72.146127 22.4934 41398444.8336
2 40 19711129 59.670074 37.869690 32.2713 60243060.3217
2 40 19720328 37.056606 67.796327 8.0382 70604593.4408
2 40 19720816 36.086363 68.760714 12.9495 82783043.5001
3 40 19680929 28.265339 65.377585 14.5865 -39644112.5286
3 40 19690723 34.617989 59.274676 7.7059 -13986698.6384
3 40 19710425 36.304949 60.592945 12.7338 41398276.6615
3 40 19711129 54.421860 74.135475 32.4077 60242914.6092
3 40 19720328 53.403202 59.764388 27.8161 70604538.9601
3 40 19720816 32.339131 76.809680 3.6395 82782900.9737
0 50 19680929 40.396200 54.720553 22.9332 -39644156.6960
0 50 19690723 36.262339 54.476768 9.4477 -13986659.2211
0 50 19710425 33.037664 66.885268 32.3309 41398394.6760
0 50 19711129 55.587543 70.527281 21.1836 60242992.8967
0 50 19720328 51.910573 70.782159 26.8945 70604329.4419
0 50 19720816 15.505225 82.052003 3.3573 82782946.2058
1 50 19680929 28.596103 78.563870 33.7623 -39644439.8215
1 50 19690723 30.357324 48.816890 26.3997 -13986550.5753
1 50 19710425 40.168478 56.418818 25.3870 41398281.9083
1 50 19711129 37.389646 59.772194 23.7070 60242748.5968
1 50 19720328 34.768678 72.159217 12.4758 70604794.3773
1 50 19720816 54.518349 72.167985 3.4941 82782919.7369
2 50 19680929 34.964353 45.441866 20.1270 -39644107.8467
2 50 19690723 22.540002 99.059127 6.4360 -13986951.3704
2 50 19710425 53.641130 72.200677 16.2549 41398444.7026
2 50 19711129 62.716874 35.639180 30.3814 60242891.0987
2 50 19720328 37.776408 67.452806 30.6048 70604684.7732
2 50 19720816 36.174225 68.788147 21.6667 82783037.8705
3 50 19680929 27.222948 63.002880 21.6961 -39644212.8693
3 50 19690723 34.616675 59.410634 14.9733 -13986876.8142
3 50 19710425 37.368240 59.947583 1.0947 41398420.0613
3 50 19711129 54.339582 73.499397 18.4970 60243135.8845
3 50 19720328 53.626954 60.502714 13.4062 70604816.4314
3 50 19720816 29.311441 77.180114 16.4842 82783043.2027
0 60 19680929 39.988289 53.454068 33.6446 -39644115.0083
0 60 19690723 36.077407 54.126046 8.3165 -13986625.4257
0 60 19710425 33.048785 67.439797 31.6842 41398320.4497
0 60 19711129 55.688490 71.094421 19.7288 60243226.5160
0 60 19720328 54.568392 72.662255 0.6068 70604381.9429
0 60 19720816 15.166581 81.901953 23.6995 82783038.7078
1 60 19680929 28.998774 78.129923 15.0045 -39644453.6515
1 60 19690723 30.788471 48.663384 20.1064 -13986622.4706
1 60 19710425 40.309148 56.812244 25.5700 41398267.3751
1 60 19711129 37.275605 59.380522 2.8222 60243155.7911
1 60 19720328 34.860752 72.186516 28.1211 70604517.4022
1 60 19720816 54.110475 75.984893 5.1905 82783141.9889
2 60 19680929 35.344483 45.923302 10.9006 -39644082.0756
2 60 19690723 22.753637 99.187494 27.1474 -13986897.7173
2 60 19710425 53.611670 72.471726 6.9017 41398442.3580
2 60 19711129 63.308849 36.401733 6.2416 60242885.8678
2 60 19720328 37.694315 67.315292 25.7424 70604591.1449
2 60 19720816 36.451529 68.635828 13.2771 82783030.9142
3 60 19680929 27.427707 63.186059 0.5994 -39644012.6432
3 60 19690723 34.153462 58.138538 17.4042 -13986764.4749
3 60 19710425 37.218294 60.259511 9.3259 41398473.2208
3 60 19711129 54.457202 74.637261 10.9127 60243039.4373
3 60 19720328 55.178443 60.740319 32.5182 70604418.3963
3 60 19720816 29.146773 77.184650 33.0301 82782847.9261
0 70 19680929 39.135793 53.756986 1.6277 -39644201.8797
0 70 19690723 35.155797 54.261406 10.0027 -13986699.0667
0 70 19710425 32.977023 67.159091 18.5493 41398469.7445
0 70 19711129 55.346182 70.651783 18.8012 60242910.9299
0 70 19720328 54.964206 74.105287 4.8778 70604281.7579
0 70 19720816 15.316886 81.927586 20.9167 82782910.2767
1 70 19680929 29.032268 78.071417 20.1314 -39644336.5118
1 70 19690723 30.632843 48.710326 18.3273 -13986818.4055
1 70 19710425 36.683335 55.626744 30.0393 41398539.5077
1 70 19711129 37.774308 55.517772 26.4348 60242955.3345
1 70 19720328 36.654394 75.046212 10.2081 70604528.6438
1 70 19720816 54.314029 76.162986 16.3613 82782853.3096
2 70 19680929 31.881057 51.654658 5.1152 -39644274.1113
2 70 19690723 25.011347 89.855574 29.1924 -13986911.8048
2 70 19710425 53.528247 72.194156 24.7907 41398445.3967
2 70 19711129 64.185568 21.847451 30.2011 60243139.2646
2 70 19720328 38.045672 67.433058 7.5994 70604384.2455
2 70 19720816 36.759574 68.866768 2.9339 82782957.3483
3 70 19680929 27.787010 63.641683 11.8131 -39644095.0971
3 70 19690723 34.944172 58.202484 17.1934 -13986685.6513
3 70 19710425 38.302997 59.798886 13.4963 41398256.0983
3 70 19711129 55.399422 73.511487 30.6191 60242913.0983
3 70 19720328 55.106727 60.177733 5.1085 70604671.9703
3 70 19720816 29.069442 76.945650 11.8888 82782852.4914
0 80 19680929 39.313475 54.298433 22.3914 -39643830.8825
0 80 19690723 34.287028 54.216756 9.7699 -13986726.6135
0 80 19710425 33.140391 66.454897 31.4026 41398505.3802
0 80 19711129 55.214150 67.035517 13.8305 60243065.2198
0 80 19720328 54.972809 73.775605 16.1651 70604454.2453
0 80 19720816 15.130152 82.666324 23.2202 82782829.8154
1 80 19680929 27.504519 79.814251 0.4728 -39644123.1831
1 80 19690723 29.837346 42.208087 17.9913 -13986841.9244
1 80 19710425 36.928541 54.795041 3.0621 41398399.8217
1 80 19711129 38.095244 55.834542 31.3221 60243091.5733
1 80 19720328 36.720216 74.878129 22.5814 70604436.2814
1 80 19720816 54.450599 76.059593 5.9686 82783212.6937
2 80 19680929 34.022571 48.201545 1.8378 -39644021.7715
2 80 19690723 24.823545 89.725888 24.1999 -13987002.3770
2 80 19710425 53.528247 72.194156 14.7143 41398445.6276
2 80 19711129 62.991783 14.188194 22.0004 60243098.4782
2 80 19720328 38.229152 67.065690 15.3424 70604421.1275
2 80 19720816 37.051308 69.842855 4.1612 82782899.9670
3 80 19680929 27.802502 63.631400 16.9347 -39644019.7619
3 80 19690723 34.533920 57.713553 29.5813 -13986700.0392
3 80 19710425 37.854556 60.449766 4.0942 41398313.6870
3 80 19711129 55.077628 73.345057 34.2217 60242801.3690
3 80 19720328 54.534264 59.132780 13.8140 70604562.3509
3 80 19720816 28.863795 76.505434 34.0898 82783023.7840
0 90 19680929 39.815022 53.826011 4.7280 -39644020.2498
0 90 19690723 34.835602 54.935686 0.8770 -13986651.8894
0 90 19710425 33.235499 66.174577 8.0663 41398476.4875
0 90 19711129 55.049905 67.755111 8.7413 60243058.2066
0 90 19720328 55.640805 73.687019 26.3869 70604600.5914
0 90 19720816 15.298798 82.383366 34.4011 82782795.1459
1 90 19680929 34.175245 75.841576 34.4623 -39644173.4816
1 90 19690723 29.779137 42.178598 6.2030 -13986342.7749
1 90 19710425 36.433092 55.151061 34.7951 41398533.6948
1 90 19711129 38.214004 55.635146 3.7041 60243044.2410
1 90 19720328 35.978097 74.538141 11.8345 70604721.6847
1 90 19720816 53.903215 77.464322 13.5481 82783072.0343
2 90 19680929 34.112413 48.606109 19.5100 -39644000.7362
2 90 19690723 24.558752 89.488005 15.8223 -13986891.1074
2 90 19710425 53.540918 72.033665 29.5280 41398446.6646
2 90 19711129 62.899889 13.739991 6.8333 60243132.1509
2 90 19720328 38.577603 67.389533 3.8130 70604332.0808
2 90 19720816 37.401301 70.108610 11.7093 82782910.6693
3 90 19680929 29.668222 64.232498 8.0528 -39644372.3649
3 90 19690723 34.617905 58.079411 34.3712 -13986743.0121
3 90 19710425 37.001525 61.998730 28.4587 41398209.4641
3 90 19711129 56.176158 73.765384 32.6769 60242973.4764
3 90 19720328 58.531154 51.809808 17.0394 70604724.9077
3 90 19720816 27.341874 75.020040 24.2426 82783049.9047
0 100 19680929 39.802081 53.952930 23.4406 -39644126.4183
0 100 19690723 36.885071 57.454002 34.1539 -13986641.6530
0 100 19710425 32.978219 66.010584 21.7605 41398357.3754
0 100 19711129 56.594971 64.070079 29.7107 60243192.2276
0 100 19720328 55.654135 73.081990 31.6728 70604169.7582
0 100 19720816 15.716658 82.703434 28.2464 82782886.6481
1 100 19680929 34.092784 76.152562 28.8934 -39644087.7611
1 100 19690723 26.783299 39.498779 28.4720 -13986605.6537
1 100 19710425 36.249763 55.305482 25.6617 41398387.6424
1 100 19711129 37.727811 55.829904 3.6986 60243049.6344
1 100 19720328 36.120234 75.234313 17.2555 70604735.3652
1 100 19720816 55.311557 80.552558 7.7155 82782968.5833
2 100 19680929 34.921888 47.989444 34.6423 -39644093.0170
2 100 19690723 25.495836 91.845415 9.6290 -13986810.3831
2 100 19710425 53.560063 72.315704 10.3800 41398443.5770
2 100 19711129 62.737448 14.066805 4.8442 60243216.4957
2 100 19720328 37.600763 60.906117 29.6095 70604564.4140
2 100 19720816 37.970477 70.206806 34.5290 82782970.2003
3 100 19680929 29.995931 64.945139 15.0653 -39644161.2703
3 100 19690723 34.138242 58.298449 13.3059 -13986650.0539
3 100 19710425 37.186978 61.998277 7.6840 41398183.0792
3 100 19711129 56.262622 73.544353 6.7615 60242998.6848
3 100 19720328 58.653825 50.920761 23.5328 70604757.0653
3 100 19720816 26.797909 75.029012 33.5978 82783125.5944
0 110 19680929 39.753148 54.467007 13.7010 -39644129.2729
0 110 19690723 36.505637 58.353724 21.0299 -13986883.9259
0 110 19710425 32.566642 66.452113 20.8713 41398469.5409
0 110 19711129 57.246865 63.729302 26.1692 60243087.4103
0 110 19720328 55.384604 72.580554 9.5367 70604569.7080
0 110 19720816 15.715362 82.975294 28.9983 82782883.9746
1 110 19680929 34.016477 79.685751 16.8408 -39644089.9645
1 110 19690723 26.933852 39.572196 13.2224 -13986680.0999
1 110 19710425 36.395967 54.736905 16.4958 41398501.4806
1 110 19711129 38.889390 57.877165 8.7730 60242912.0722
1 110 19720328 36.209990 75.745098 10.8523 70604423.8643
1 110 19720816 55.270525 81.106344 20.8417 82782976.1119
2 110 19680929 34.775159 47.933353 14.6969 -39644162.0854
2 110 19690723 24.762241 91.699179 34.6277 -13986907.8065
2 110 19710425 53.696285 72.225601 7.5116 41398444.4430
2 110 19711129 62.719994 15.574027 10.0580 60242847.3838
2 110 19720328 39.508993 62.120651 11.5057 70604351.7681
2 110 19720816 38.402769 73.612566 11.8747 82783090.5926
3 110 19680929 29.825668 65.389248 2.4527 -39644084.4492
3 110 19690723 34.242859 58.360379 17.1569 -13986686.0634
3 110 19710425 34.145677 61.445935 4.4832 41398395.8733
3 110 19711129 57.222114 79.255691 16.4812 60242969.0338
3 110 19720328 58.275451 51.260690 18.5752 70604711.8537
3 110 19720816 24.610826 75.943535 20.0954 82783213.5557
0 120 19680929 40.032418 59.931391 29.3874 -39644249.3317
0 120 19690723 36.160242 57.664794 28.8512 -13986971.4169
0 120 19710425 32.604793 66.256612 20.8713 41398469.4926
0 120 19711129 56.721132 63.049424 1.5064 60243213.6054
0 120 19720328 55.657670 73.327432 9.4160 70604615.2009
0 120 19720816 16.171340 82.746392 20.8299 82782719.6806
1 120 19680929 34.379813 78.842086 3.8729 -39644106.7157
1 120 19690723 27.153853 39.723936 19.2416 -13986645.8534
1 120 19710425 36.358211 55.128791 5.8235 41398507.7533
1 120 19711129 39.076206 58.507720 19.1152 60242843.5119
1 120 19720328 35.904327 75.525126 26.2696 70604155.1075
1 120 19720816 50.348018 81.498334 4.7133 82783088.6763
2 120 19680929 34.866580 48.194221 12.3082 -39644071.5701
2 120 19690723 25.037583 91.568757 26.8763 -13986888.2589
2 120 19710425 53.659905 72.194296 8.6982 41398442.4824
2 120 19711129 63.979123 12.439651 21.5561 60243201.1825
2 120 19720328 44.541308 66.221147 31.0524 70604584.0616
2 120 19720816 38.721574 73.044186 4.4064 82783117.6429
3 120 19680929 28.024900 67.141688 23.1973 -39643965.8749
3 120 19690723 34.633247 58.207672 20.3960 -13986825.3167
3 120 19710425 34.009937 61.512828 0.8173 41398476.5296
3 120 19711129 56.809766 79.486968 23.0600 60242590.4720
3 120 19720328 57.833585 50.237311 30.3027 70604929.3226
3 120 19720816 25.592814 76.595526 18.6127 82782808.6620
0 130 19680929 40.304917 59.798471 15.8695 -39644324.3062
0 130 19690723 37.081954 55.958974 28.5679 -13986736.4458
0 130 19710425 32.467278 65.818216 20.8713 41398469.4929
0 130 19711129 56.512351 62.930973 15.0714 60243197.4500
0 130 19720328 55.669805 73.461947 28.7285 70604627.9791
0 130 19720816 18.087969 84.713936 22.1848 82782986.3713
1 130 19680929 34.492650 79.142049 27.9454 -39644240.2966
1 130 19690723 27.341953 39.845495 17.6770 -13986838.7445
1 130 19710425 36.940541 54.071321 3.4409 41398300.2438
1 130 19711129 38.821350 57.800339 9.8435 60243199.0015
1 130 19720328 34.741375 74.723615 16.6619 70604572.4060
1 130 19720816 51.363953 83.833066 4.5569 82783020.5974
2 130 19680929 34.803583 49.166796 18.0684 -39644257.2385
2 130 19690723 25.476224 91.304968 23.3864 -13986841.5029
2 130 19710425 53.558021 72.371525 28.0633 41398443.3931
2 130 19711129 63.732383 13.734572 24.1351 60243131.5539
2 130 19720328 44.527128 66.310377 30.7215 70604495.5030
2 130 19720816 38.632460 75.422556 15.0347 82782999.9064
3 130 19680929 27.864430 67.922842 6.7683 -39644244.7244
3 130 19690723 35.346120 58.486741 22.3189 -13986723.7873
3 130 19710425 34.019132 61.443163 0.0991 41398483.5793
3 130 19711129 57.153913 79.916486 32.3329 60243097.4936
3 130 19720328 58.072205 49.582255 12.1127 70604586.3168
3 130 19720816 26.762766 76.318493 24.2181 82782953.7286
0 140 19680929 40.498252 59.285181 20.2531 -39644160.3422
0 140 19690723 37.166063 55.853599 33.7819 -13986767.8229
0 140 19710425 32.717426 65.670433 20.8713 41398469.4925
0 140 19711129 56.574796 63.267370 27.9560 60243111.8663
0 140 19720328 53.723967 67.765710 22.3914 70604540.9883
0 140 19720816 21.066268 77.948748 33.6751 82782833.0972
1 140 19680929 33.969964 80.009394 16.9999 -39644394.6425
1 140 19690723 27.272683 40.656298 20.1777 -13986889.3180
1 140 19710425 37.233016 54.016420 14.3207 41398265.4644
1 140 19711129 45.238935 60.181095 8.6118 60242834.7357
1 140 19720328 35.496590 74.855052 9.5814 70604293.4683
1 140 19720816 51.386300 83.890226 29.2735 82782930.3199
2 140 19680929 34.846003 50.028260 5.5604 -39644081.8522
2 140 19690723 25.039861 90.972063 19.6171 -13986844.8540
2 140 19710425 53.492735 72.301923 34.2705 41398444.2272
2 140 19711129 63.751037 13.290151 24.1351 60243160.5982
2 140 19720328 44.445331 65.956681 9.2127 70604469.0443
2 140 19720816 38.496058 74.768630 17.1294 82782997.9975
3 140 19680929 24.568402 67.178961 8.9056 -39644029.2170
3 140 19690723 35.478207 58.550408 28.1808 -13986658.1575
3 140 19710425 34.016833 61.014804 19.1629 41398466.1219
3 140 19711129 57.030762 80.502597 27.5356 60242881.2656
3 140 19720328 59.857332 45.022922 6.7707 70604652.8574
3 140 19720816 26.835645 75.908563 21.5093 82783027.0504
0 150 19680929 42.356958 58.799247 18.7625 -39644079.3735
0 150 19690723 39.913515 52.185348 31.6802 -13986671.7711
0 150 19710425 32.834899 65.069183 20.8713 41398469.4925
0 150 19711129 55.038668 65.743797 21.8468 60242913.6220
0 150 19720328 54.542608 68.203168 5.2192 70604616.4522
0 150 19720816 21.072701 77.875005 5.2510 82782760.1375
1 150 19680929 37.422650 82.999672 17.3397 -39644246.2058
1 150 19690723 27.696178 41.039657 31.9584 -13986718.0671
1 150 19710425 32.800618 54.929083 28.6430 41398310.7543
1 150 19711129 46.117002 60.921928 2.9982 60242908.5624
1 150 19720328 35.728323 76.145666 4.8058 70604558.1874
1 150 19720816 50.981189 84.006644 5.7285 82783071.1378
2 150 19680929 35.011695 49.954061 1.6787 -39644199.3586
2 150 19690723 24.655932 90.725492 19.1117 -13986859.4685
2 150 19710425 53.433818 72.379164 17.5553 41398444.2236
2 150 19711129 64.395558 12.891569 31.0581 60243049.3248
2 150 19720328 44.556391 65.378182 14.0629 70604634.0278
2 150 19720816 38.370482 74.492043 16.1601 82783013.8326
3 150 19680929 24.504137 67.712394 16.5136 -39644235.0047
3 150 19690723 36.880275 58.580708 25.7134 -13986464.6267
3 150 19710425 33.943476 60.794330 13.7705 41398455.8394
3 150 19711129 56.604985 80.366177 9.0097 60243002.7740
3 150 19720328 60.293386 44.830582 21.3581 70604737.0593
3 150 19720816 26.791342 75.764464 14.5954 82783096.1538
0 160 19680929 40.638926 53.113068 3.3442 -39644049.3882
0 160 19690723 37.689825 54.876941 15.5613 -13986626.5328
0 160 19710425 33.029673 64.456951 20.8713 41398469.4924
0 160 19711129 54.965110 64.321186 15.8398 60243185.6782
0 160 19720328 54.084804 66.395185 25.0643 70604479.5176
0 160 19720816 22.232769 76.261091 2.7720 82782853.6886
1 160 19680929 37.799217 83.062398 14.8697 -39644325.2471
1 160 19690723 28.098417 40.659983 5.2976 -13986781.4478
1 160 19710425 32.427045 55.306754 7.9997 41398361.5147
1 160 19711129 46.718609 60.603632 8.7642 60243084.9567
1 160 19720328 35.750377 75.980807 12.9209 70604282.4544
1 160 19720816 51.269716 83.288144 14.2653 82782922.5363
2 160 19680929 34.956457 49.798483 22.4148 -39644218.8653
2 160 19690723 24.402415 90.625763 32.8392 -13986724.4603
2 160 19710425 53.367994 72.169061 4.3722 41398446.9091
2 160 19711129 63.949759 13.781660 6.8909 60242800.5450
2 160 19720328 44.317708 65.683065 24.6816 70604693.9654
2 160 19720816 44.731638 65.123868 34.2344 82782940.4744
3 160 19680929 24.640301 70.027491 0.4978 -39644424.3106
3 160 19690723 37.909692 53.114241 25.1428 -13986845.5891
3 160 19710425 34.252543 60.388173 0.6303 41398474.7913
3 160 19711129 55.765728 80.214497 21.1529 60242900.1759
3 160 19720328 59.960094 45.032812 19.7426 70604499.6389
3 160 19720816 27.267730 76.028106 7.9302 82783162.0204
0 170 19680929 40.581617 53.212473 15.5573 -39644133.7393
0 170 19690723 37.838834 55.193495 17.2969 -13986799.5512
0 170 19710425 33.353936 64.012505 20.8713 41398469.4808
0 170 19711129 55.818831 59.213395 7.9659 60243092.0769
0 170 19720328 53.832115 67.030669 11.8315 70604499.0296
0 170 19720816 22.052827 76.671801 21.4202 82783001.7440
1 170 19680929 36.711775 83.445175 4.5043 -39644151.0747
1 170 19690723 27.746507 38.057292 10.5900 -13986840.9436
1 170 19710425 32.470559 55.706538 6.6405 41398423.4956
1 170 19711129 46.614982 60.738071 23.8767 60243051.1300
1 170 19720328 35.790581 75.316424 0.7538 70604687.0429
1 170 19720816 51.515079 83.421003 24.7875 82783044.8801
2 170 19680929 35.685365 48.534298 31.4225 -39644181.2109
2 170 19690723 25.083365 90.528039 10.7958 -13986713.2782
2 170 19710425 53.406640 72.061568 18.8834 41398447.6251
2 170 19711129 63.224554 11.790990 6.2087 60243166.2516
2 170 19720328 46.792143 65.312786 7.1342 70604490.0018
2 170 19720816 44.518204 64.518470 17.8261 82783063.1609
3 170 19680929 25.003976 69.684202 7.4333 -39644312.0349
3 170 19690723 38.386341 52.985801 20.5177 -13986776.7945
3 170 19710425 34.045950 60.522951 0.3257 41398456.4204
3 170 19711129 57.460935 79.170539 26.5463 60242957.4660
3 170 19720328 60.476934 45.939204 2.3786 70604863.0228
3 170 19720816 26.370345 78.050088 21.8146 82782975.6196
0 180 19680929 41.228238 52.364790 5.7751 -39644236.6604
0 180 19690723 37.215033 54.572692 23.4177 -13986565.0223
0 180 19710425 32.424315 67.434856 20.8713 41398469.4697
0 180 19711129 60.228756 72.524513 6.9215 60242928.9409
0 180 19720328 53.738836 67.151124 26.4597 70604580.7667
0 180 19720816 21.773433 76.854887 34.1060 82783036.2683
1 180 19680929 36.966741 83.694337 27.2676 -39644236.8042
1 180 19690723 27.327228 38.076757 8.5418 -13986551.7855
1 180 19710425 32.929610 55.796539 19.4428 41398282.2206
1 180 19711129 47.545359 60.496710 9.3996 60243182.0438
1 180 19720328 36.071385 75.439261 8.6352 70604572.6602
1 180 19720816 51.572534 82.412938 0.9597 82782761.9150
2 180 19680929 34.923519 54.520239 22.5097 -39644149.8741
2 180 19690723 24.444685 90.720374 34.7525 -13986867.9530
2 180 19710425 53.413253 72.021856 7.3544 41398448.1910
2 180 19711129 63.401998 11.296807 6.2087 60242884.8127
2 180 19720328 46.699035 65.312036 4.1507 70604668.4654
2 180 19720816 44.298742 64.647532 9.2359 82783011.9831
3 180 19680929 26.318364 69.456412 0.0740 -39644042.7137
3 180 19690723 38.713462 52.450216 12.5631 -13986637.8766
3 180 19710425 34.184482 60.254374 24.9923 41398468.8680
3 180 19711129 57.130080 79.747732 5.8911 60242924.8897
3 180 19720328 60.527852 46.998030 4.7554 70604624.1513
3 180 19720816 26.469945 78.532359 0.3174 82783192.9812
0 190 19680929 38.307228 49.556350 10.7694 -39644069.3678
0 190 19690723 36.619970 54.654238 14.8270 -13986534.7872
0 190 19710425 32.589788 67.093266 20.8713 41398469.4925
0 190 19711129 59.793629 73.277558 27.8812 60243135.1416
